"PLAYERS","DFG","BOT                               GVR                               HSM                               JHN                               LGN                               LPT                               MAC                               SHF                               SRL                               UFA                               VPP                               ZSK","ANA                               BOS                               BUF                               CAR                               CBJ                               CGY                               CHI                               COL                               DAL                               DET                               EDM                               FLA                               LAK                               MIN                               MTL                               NJD                               NSH                               NYI                               NYR                               OTT                               PHI                               PIT                               SEA                               SJS                               STL                               TBL                               TOR                               UFA                               UTA                               VAN                               VGK                               WPG                               WSH","Age","Cap","GP","Pts","PPG"
"Kalle Vaisanen                                3","F","UFA","NYR","23","$0.0","0","0","0.0"
"Matthew Andonovski                                3","D","UFA","OTT","21","$0.0","0","0","0.0"
"Lucas Beckman                                3","G","UFA","OTT","19","$0.0","0","0","0.0"
"Owen Beckner                                3","F","UFA","OTT","21","$0.0","0","0","0.0"
"Wyatt Bongiovanni                                3","F","UFA","OTT","27","$0.0","0","0","0.0"
"Tyler Boucher                                3","F","UFA","OTT","23","$0.0","0","0","0.0"
"Xavier Bourgault                                A","F","GVR","OTT","23","$0.5","2","0","0.0"
"Jake Chiasson                                3","F","UFA","OTT","23","$0.0","0","0","0.0"
"Cameron Crotty                                3","D","UFA","OTT","27","$0.0","0","0","0.0"
"Jorian Donovan                                3","D","UFA","OTT","22","$0.0","0","0","0.0"
"Tyson Dyck                                3","F","UFA","OTT","22","$0.0","0","0","0.0"
"Gabriel Eliasson                                3","D","UFA","OTT","20","$0.0","0","0","0.0"
"Lucas Ellinas                                3","F","UFA","OTT","20","$0.0","0","0","0.0"
"Maxence Guenette                                3","D","UFA","OTT","25","$0.0","0","0","0.0"
"Tomas Hamara                                3","D","UFA","OTT","22","$0.0","0","0","0.0"
"Logan Hensler                                3","D","UFA","OTT","19","$0.0","0","0","0.0"
"Hayden Hodgson                                3","F","UFA","OTT","30","$0.0","9","0","0.0"
"Bruno Idzan                                3","F","UFA","OTT","20","$0.0","0","0","0.0"
"Dmitri Isayev                                3","F","UFA","OTT","19","$0.0","0","0","0.0"
"Jan Jenik                                3","F","UFA","OTT","26","$0.5","0","0","0.0"
"Zack Macewen                                3","F","UFA","NJD","30","$3.2","0","0","0.0"
"Blake Montgomery                                3","F","UFA","OTT","21","$0.0","0","0","0.0"
"Javon Moore                                3","F","UFA","OTT","20","$0.0","0","0","0.0"
"Vladimir Nikitin                                3","G","UFA","OTT","21","$0.0","0","0","0.0"
"Filip Nordberg                                3","D","UFA","OTT","22","$0.0","0","0","0.0"
"Cameron O'Neill                                3","F","UFA","OTT","22","$0.0","0","0","0.0"
"Jackson Parsons                                3","G","UFA","OTT","21","$0.0","0","0","0.0"
"Oskar Pettersson                                3","F","UFA","OTT","22","$0.0","0","0","0.0"
"Garrett Pilon                                3","F","UFA","OTT","28","$0.0","0","0","0.0"
"Kevin Reidler                                3","G","UFA","OTT","22","$0.0","0","0","0.0"
"Hunter Shepard                                3","G","UFA","OTT","30","$0.0","1","0","0.0"
"Hoyt Stanley                                3","D","UFA","OTT","21","$0.0","0","0","0.0"
"Lassi Thomson                                3","D","UFA","OTT","25","$0.0","0","0","0.0"
"Djibril Toure                                3","D","UFA","OTT","23","$0.0","0","0","0.0"
"Andrei Trofimov                                3","G","UFA","OTT","20","$0.0","0","0","0.0"
"Nicholas Vantassell                                3","F","UFA","OTT","22","$0.0","0","0","0.0"
"Theo Wallberg                                3","D","UFA","OTT","22","$0.0","0","0","0.0"
"Eerik Wallenius                                3","D","UFA","OTT","20","$0.0","0","0","0.0"
"Carter Yakemchuk                                A","D","JHN","OTT","20","$0.5","0","0","0.0"
"Carter Amico                                3","D","UFA","PHI","19","$0.0","0","0","0.0"
"Jon-Randall Avon                                3","F","UFA","PHI","23","$0.0","0","0","0.0"
"Jack Berglund                                3","F","UFA","PHI","20","$0.0","0","0","0.0"
"Carson Bjarnason                                3","G","UFA","PHI","21","$0.0","0","0","0.0"
"Oliver Bonk                                3","D","UFA","PHI","21","$0.0","0","0","0.0"
"Alex Bump                                3","F","UFA","PHI","22","$0.0","0","0","0.0"
"Alex Ciernik                                3","F","UFA","PHI","21","$0.0","0","0","0.0"
"Karsen Dorwart                                3","F","UFA","PHI","23","$0.0","0","0","0.0"
"Oscar Eklind                                3","F","UFA","PHI","28","$0.0","0","0","0.0"
"Ryan Ellis                                3","D","UFA","PHI","35","$2.2","0","0","0.0"
"Ivan Fedotov                                3","G","UFA","CBJ","29","$0.0","0","0","0.0"
"Matthew Gard                                3","F","UFA","PHI","19","$0.0","0","0","0.0"
"Jacob Gaucher                                3","F","UFA","PHI","25","$0.0","3","0","0.0"
"Alexis Gendron                                3","F","UFA","PHI","22","$0.0","0","0","0.0"
"Dennis Gilbert                                3","D","UFA","OTT","29","$0.0","1","0","0.0"
"Spencer Gill                                3","D","UFA","PHI","20","$0.0","0","0","0.0"
"Adam Ginning                                3","D","UFA","PHI","26","$0.0","5","0","0.0"
"Helge Grans                                3","D","UFA","PHI","24","$0.0","0","0","0.0"
"Devin Kaplan                                3","F","UFA","PHI","22","$0.0","0","0","0.0"
"Cole Knuble                                3","F","UFA","PHI","22","$0.0","0","0","0.0"
"Aleksei Kolosov                                B","G","BOT","PHI","24","$0.5","4","0","0.0"
"Jett Luchanko                                A","F","LPT","PHI","20","$0.5","4","0","0.0"
"Ryan Macpherson                                3","F","UFA","PHI","21","$0.0","0","0","0.0"
"Porter Martone                                A","F","VPP","PHI","19","$0.8","0","0","0.0"
"Hunter Mcdonald                                3","D","UFA","PHI","24","$0.0","0","0","0.0"
"Owen Mclaughlin                                3","F","UFA","PHI","23","$0.0","0","0","0.0"
"Austin Moline                                3","D","UFA","PHI","20","$0.0","0","0","0.0"
"Ty Murchison                                3","D","UFA","PHI","23","$0.0","3","0","0.0"
"Jack Murtagh                                3","F","UFA","PHI","19","$0.0","0","0","0.0"
"Jack Nesbitt                                A","F","SHF","PHI","19","$0.5","0","0","0.0"
"Ilya Pautov                                3","F","UFA","PHI","20","$0.0","0","0","0.0"
"Lane Pederson                                3","F","UFA","PHI","29","$0.0","5","0","0.0"
"Noah Powell                                3","F","UFA","PHI","21","$0.0","0","0","0.0"
"Nathan Quinn                                3","F","UFA","PHI","19","$0.0","0","0","0.0"
"Anthony Richard                                3","F","UFA","PHI","29","$0.0","0","0","0.0"
"Massimo Rizzo                                3","F","UFA","PHI","25","$0.0","0","0","0.0"
"Heikki Ruohonen                                3","F","UFA","PHI","20","$0.0","0","0","0.0"
"Ethan Samson                                3","D","UFA","PHI","23","$0.0","0","0","0.0"
"Santeri Sulku                                3","F","UFA","PHI","22","$0.0","0","0","0.0"
"Matej Tomek                                3","G","UFA","PHI","29","$0.0","0","0","0.0"
"Samu Tuomaala                                3","F","UFA","DAL","23","$0.0","0","0","0.0"
"Shane Vansaghi                                3","F","UFA","PHI","19","$0.0","0","0","0.0"
"Luke Vlooswyk                                3","D","UFA","PHI","19","$0.0","0","0","0.0"
"Max Westergard                                3","F","UFA","PHI","19","$0.0","0","0","0.0"
"Egor Zavragin                                A","G","GVR","PHI","21","$0.5","0","0","0.0"
"Sebastian Aho                                3","D","UFA","PIT","30","$6.0","0","0","0.0"
"Alexander Alexeyev                                3","D","UFA","PIT","26","$0.0","0","0","0.0"
"Quinn Beauchesne                                3","D","UFA","PIT","19","$0.0","0","0","0.0"
"Joel Blomqvist                                B","G","BOT","PIT","24","$0.5","0","0","0.0"
"Tristan Broz                                3","F","UFA","PIT","23","$0.0","1","0","0.0"
"Gabriel D'Aigle                                3","G","UFA","PIT","19","$0.0","0","0","0.0"
"Melvin Fernstrom                                3","F","UFA","PIT","20","$0.0","0","0","0.0"
"Max Graham                                3","F","UFA","PIT","22","$0.0","0","0","0.0"
"Finn Harding                                3","D","UFA","PIT","21","$0.0","0","0","0.0"
"Rafael Harvey-Pinard                                3","F","UFA","PIT","27","$0.0","0","0","0.0"
"William Horcoff                                3","F","UFA","PIT","19","$0.0","0","0","0.0"
"Tanner Howe                                3","F","UFA","PIT","20","$0.0","0","0","0.0"
"Mikhail Ilyin                                3","F","UFA","PIT","21","$0.0","0","0","0.0"
"Bokondji Imama                                3","F","UFA","PIT","30","$0.0","2","0","0.0"
"Emil Jarventie                                3","F","UFA","PIT","21","$0.0","0","0","0.0"
"Kalle Kangas                                3","D","UFA","PIT","21","$0.0","0","0","0.0"
"Philip Kemp                                3","D","UFA","PIT","27","$0.0","0","0","0.0"
"Peyton Kettles                                3","D","UFA","PIT","19","$0.0","0","0","0.0"
"Daniel Laatsch                                3","D","UFA","PIT","24","$0.0","0","0","0.0"
"Filip Larsson                                3","G","UFA","PIT","28","$0.0","0","0","0.0"
"Filip Lindberg                                3","G","UFA","PIT","27","$0.0","0","0","0.0"
"Cruz Lucius                                3","F","UFA","PIT","22","$0.0","0","0","0.0"
"Ryan Miller                                3","F","UFA","PIT","19","$0.0","0","0","0.0"
"Brady Peddle                                3","D","UFA","PIT","19","$0.0","0","0","0.0"
"Owen Pickering                                3","D","UFA","PIT","22","$0.0","4","0","0.0"
"Emil Pieniniemi                                3","D","UFA","PIT","21","$0.0","0","0","0.0"
"Chase Pietila                                3","D","UFA","PIT","22","$0.0","0","0","0.0"
"Zam Plante                                3","F","UFA","PIT","22","$0.0","0","0","0.0"
"Vasily Ponomarev                                3","F","UFA","PIT","24","$0.0","0","0","0.0"
"Sam Poulin                                C","F","HSM","PIT","25","$0.5","2","0","0.0"
"Valtteri Puustinen                                3","F","UFA","PIT","27","$0.0","0","0","0.0"
"Mac Swanson                                3","F","UFA","PIT","20","$0.0","0","0","0.0"
"Kirill Tankov                                3","F","UFA","PIT","24","$0.0","0","0","0.0"
"Charlton Trethewey                                3","D","UFA","PIT","19","$0.0","0","0","0.0"
"Joona Vaisanen                                3","D","UFA","PIT","22","$0.0","0","0","0.0"
"Bill Zonnon                                A","F","JHN","PIT","19","$0.5","0","0","0.0"
"Egor Afanasyev                                3","F","UFA","SJS","25","$0.0","0","0","0.0"
"Jack Bar                                3","D","UFA","SJS","23","$0.0","0","0","0.0"
"Eli Barnett                                3","D","UFA","SJS","22","$0.0","0","0","0.0"
"Noah Beck                                3","D","UFA","SJS","25","$0.0","0","0","0.0"
"Shane Bowers                                3","F","UFA","SJS","27","$0.0","0","0","0.0"
"Filip Bystedt                                3","F","UFA","SJS","22","$0.0","0","0","0.0"
"Luca Cagnoni                                3","D","UFA","SJS","21","$0.0","0","0","0.0"
"Lucas Carlsson                                3","D","UFA","SJS","29","$0.0","0","0","0.0"
"Gabriel Carriere                                3","G","UFA","SJS","25","$0.0","0","0","0.0"
"Sasha Chmelevski                                3","F","UFA","SJS","27","$0.5","0","0","0.0"
"Cole Clayton                                3","D","UFA","SJS","26","$0.0","0","0","0.0"
"Logan Couture                                3","F","UFA","SJS","37","$1.3","0","0","0.0"
"Michael Fisher                                3","D","UFA","SJS","22","$0.0","0","0","0.0"
"Jake Furlong                                3","D","UFA","SJS","22","$0.0","0","0","0.0"
"Artem Guryev                                3","D","UFA","SJS","23","$0.0","0","0","0.0"
"Kasper Halttunen                                3","F","UFA","SJS","21","$0.0","0","0","0.0"
"Mattias Havelid                                3","D","UFA","SJS","22","$0.0","0","0","0.0"
"Jimmy Huntington                                3","F","UFA","SJS","27","$0.0","0","0","0.0"
"Martin Kaut                                3","F","UFA","SJS","26","$0.0","0","0","0.0"
"Christian Kirsch                                3","G","UFA","SJS","20","$0.0","0","0","0.0"
"David Klee                                3","F","UFA","SJS","21","$0.0","0","0","0.0"
"Samuel Laberge                                3","F","UFA","SJS","29","$0.0","0","0","0.0"
"Axel Landen                                3","D","UFA","SJS","21","$0.0","0","0","0.0"
"Gannon Laroque                                3","D","UFA","SJS","23","$0.0","0","0","0.0"
"Reese Laubach                                3","F","UFA","SJS","22","$0.0","0","0","0.0"
"Cam Lund                                3","F","UFA","SJS","22","$0.0","0","0","0.0"
"Cole Mckinney                                3","F","UFA","SJS","19","$0.0","0","0","0.0"
"Nate Misskey                                3","D","UFA","SJS","21","$0.0","0","0","0.0"
"Joey Muldowney                                3","F","UFA","SJS","22","$0.0","0","0","0.0"
"Quentin Musty                                A","F","LGN","SJS","21","$0.5","0","0","0.0"
"Teddy Mutryn                                3","F","UFA","SJS","19","$0.0","0","0","0.0"
"Oskar Olausson                                3","F","UFA","SJS","23","$0.0","0","0","0.0"
"Eric Pohlkamp                                3","D","UFA","SJS","22","$0.0","0","0","0.0"
"Joshua Ravensbergen                                3","G","UFA","SJS","19","$0.0","0","0","0.0"
"Yegor Rimashevskiy                                3","F","UFA","SJS","21","$0.0","0","0","0.0"
"Colton Roberts                                3","D","UFA","SJS","20","$0.0","0","0","0.0"
"Leo Sahlin Wallenius                                3","D","UFA","SJS","20","$0.0","0","0","0.0"
"Jakub Skarek                                3","G","UFA","SJS","26","$0.0","0","0","0.0"
"Yegor Spiridonov                                3","F","UFA","SJS","25","$0.0","0","0","0.0"
"Brandon Svoboda                                3","F","UFA","SJS","21","$0.0","0","0","0.0"
"Jack Thompson                                3","D","UFA","SJS","24","$0.0","0","0","0.0"
"Haoxi (simon) Wang                                3","F","UFA","SJS","19","$0.0","0","0","0.0"
"Carson Wetsch                                3","F","UFA","SJS","20","$0.0","0","0","0.0"
"Colin White                                3","F","UFA","SJS","29","$0.0","0","0","0.0"
"Alex Young                                3","F","UFA","SJS","25","$0.0","0","0","0.0"
"Maxim Agafonov                                3","D","UFA","SEA","19","$0.0","0","0","0.0"
"Karl Annborn                                3","D","UFA","SEA","19","$0.0","0","0","0.0"
"Alexis Bernier                                3","D","UFA","SEA","20","$0.0","0","0","0.0"
"Clarke Caswell                                3","F","UFA","SEA","20","$0.0","0","0","0.0"
"Lukas Dragicevic                                3","D","UFA","SEA","21","$0.0","0","0","0.0"
"Jakub Fibigr                                3","D","UFA","SEA","20","$0.0","0","0","0.0"
"Blake Fiddler                                3","D","UFA","SEA","19","$0.0","0","0","0.0"
"Jagger Firkus                                A","F","BOT","SEA","22","$0.5","0","0","0.0"
"Zeb Forsfjall                                3","F","UFA","SEA","21","$0.0","0","0","0.0"
"Frederick Gaudreau                                3","F","UFA","SEA","33","$0.0","0","0","0.0"
"David Goyette                                3","F","UFA","SEA","22","$0.0","0","0","0.0"
"Barrett Hall                                3","F","UFA","SEA","22","$0.0","0","0","0.0"
"Kaden Hammell                                3","D","UFA","SEA","21","$0.0","0","0","0.0"
"John Hayden                                3","F","UFA","SEA","31","$0.0","3","0","0.0"
"Justin Janicke                                3","F","UFA","SEA","23","$0.0","0","0","0.0"
"Ollie Josephson                                3","F","UFA","SEA","20","$0.0","0","0","0.0"
"Tyson Jugnauth                                3","D","UFA","SEA","22","$0.0","0","0","0.0"
"Nikke Kokko                                A","G","BOT","SEA","22","$0.5","0","0","0.0"
"Andrei Lashko                                3","F","UFA","SEA","21","$0.0","0","0","0.0"
"Ben Macdonald                                3","F","UFA","SEA","22","$0.0","0","0","0.0"
"Max Mccormick                                3","F","UFA","SEA","34","$0.0","0","0","0.0"
"Julius Miettinen                                3","F","UFA","SEA","20","$0.0","0","0","0.0"
"Logan Morrison                                3","F","UFA","SEA","24","$0.0","0","0","0.0"
"Matt Murray                                3","G","UFA","SEA","32","$0.5","5","0","0.0"
"Ty Nelson                                3","D","UFA","SEA","22","$0.0","0","0","0.0"
"Jake O'Brien                                A","F","SHF","SEA","19","$0.7","0","0","0.0"
"Victor Ostman                                3","G","UFA","SEA","25","$0.0","0","0","0.0"
"Ville Ottavainen                                3","D","UFA","SEA","24","$0.0","0","0","0.0"
"Caden Price                                3","D","UFA","SEA","21","$0.0","0","0","0.0"
"Carson Rehkopf                                3","F","UFA","SEA","21","$0.0","0","0","0.0"
"Will Reynolds                                3","D","UFA","SEA","19","$0.0","0","0","0.0"
"Tucker Robertson                                3","F","UFA","SEA","23","$0.0","0","0","0.0"
"Lleyton Roed                                3","F","UFA","SEA","24","$0.0","0","0","0.0"
"Kim Saarinen                                3","G","UFA","SEA","20","$0.0","0","0","0.0"
"Eduard Sale                                A","F","LPT","SEA","21","$0.5","0","0","0.0"
"Peetro Seppala                                3","D","UFA","SEA","26","$0.0","0","0","0.0"
"Mitchell Stephens                                3","F","UFA","SEA","29","$0.0","0","0","0.0"
"Visa Vedenpaa                                3","G","UFA","SEA","21","$0.0","0","0","0.0"
"Nathan Villeneuve                                3","F","UFA","SEA","20","$0.0","0","0","0.0"
"Semyon Vyazovoi                                3","G","UFA","SEA","23","$0.0","0","0","0.0"
"Zaccharya Wisdom                                3","F","UFA","SEA","22","$0.0","0","0","0.0"
"Mikhail Abramov                                3","F","UFA","STL","25","$0.0","0","0","0.0"
"Nikita Alexandrov                                3","F","UFA","STL","25","$0.0","0","0","0.0"
"Michael Buchinger                                3","D","UFA","STL","22","$0.0","0","0","0.0"
"Quinton Burns                                3","D","UFA","STL","21","$0.0","0","0","0.0"
"Justin Carbonneau                                A","F","LGN","STL","19","$0.5","0","0","0.0"
"Will Cranley                                3","G","UFA","STL","24","$0.0","0","0","0.0"
"Zach Dean                                3","F","UFA","STL","23","$0.0","0","0","0.0"
"Lukas Fischer                                3","D","UFA","STL","20","$0.0","0","0","0.0"
"Mikhail Fyodorov                                3","F","UFA","STL","19","$0.0","0","0","0.0"
"Marc-Andre Gaudet                                3","D","UFA","STL","22","$0.0","0","0","0.0"
"Adam Jecho                                3","F","UFA","STL","20","$0.0","0","0","0.0"
"Adam Jiricek                                3","D","UFA","STL","20","$0.0","0","0","0.0"
"Samuel Johannesson                                3","D","UFA","STL","25","$0.0","0","0","0.0"
"Aleksanteri Kaskimaki                                3","F","UFA","STL","22","$0.0","5","0","0.0"
"Arseni Koromyslov                                3","D","UFA","STL","22","$0.0","0","0","0.0"
"Matvei Korotky                                3","F","UFA","STL","20","$0.0","0","0","0.0"
"Ondrej Kos                                3","F","UFA","STL","20","$0.0","0","0","0.0"
"Torey Krug                                3","D","UFA","STL","35","$1.1","0","0","0.0"
"Theo Lindstein                                3","D","UFA","STL","21","$0.0","0","0","0.0"
"Leo Loof                                3","D","UFA","STL","24","$0.0","0","0","0.0"
"Matthew Mayich                                3","D","UFA","STL","21","$0.0","0","0","0.0"
"Hugh Mcging                                3","F","UFA","STL","28","$0.0","0","0","0.0"
"William Mcisaac                                3","D","UFA","STL","20","$0.0","0","0","0.0"
"Tomas Mrsic                                3","F","UFA","STL","20","$0.0","0","0","0.0"
"Juraj Pekarcik                                3","F","UFA","STL","21","$0.0","0","0","0.0"
"Dylan Peterson                                3","F","UFA","STL","24","$0.0","0","0","0.0"
"Colin Ralph                                3","D","UFA","STL","20","$0.0","0","0","0.0"
"Simon Robertsson                                3","F","UFA","STL","23","$0.0","0","0","0.0"
"Corey Schueneman                                3","D","UFA","STL","31","$0.0","0","0","0.0"
"Hunter Skinner                                3","D","UFA","STL","25","$0.0","1","0","0.0"
"Jakub Stancl                                3","F","UFA","STL","21","$0.0","0","0","0.0"
"Nikita Susuyev                                3","F","UFA","STL","21","$0.0","0","0","0.0"
"Ivan Vorobyov                                3","F","UFA","STL","24","$0.0","0","0","0.0"
"Vadim Zherenko                                3","G","UFA","STL","25","$0.0","0","0","0.0"
"Nick Abruzzese                                3","F","UFA","TBL","27","$0.0","0","0","0.0"
"Tristan Allard                                3","F","UFA","TBL","24","$0.0","0","0","0.0"
"Hugo Alnefelt                                C","G","BOT","TBL","25","$0.5","0","0","0.0"
"Hagen Burrows                                3","F","UFA","TBL","20","$0.0","0","0","0.0"
"Mitchell Chaffee                                3","F","UFA","TBL","28","$0.0","7","0","0.0"
"Warren Clark                                3","D","UFA","TBL","22","$0.0","0","0","0.0"
"Joe Connor                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Ethan Czata                                3","F","UFA","TBL","19","$0.0","0","0","0.0"
"Charles-Edouard D'Astous                                3","D","UFA","TBL","28","$0.0","0","0","0.0"
"Dylan Duke                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Ryan Fanti                                3","G","UFA","TBL","26","$0.0","0","0","0.0"
"Cooper Flinton                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Aiden Foster                                3","F","UFA","TBL","19","$0.0","0","0","0.0"
"Ethan Gauthier                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Dyllan Gill                                3","D","UFA","TBL","22","$0.0","0","0","0.0"
"Jan Golicic                                3","D","UFA","TBL","20","$0.0","0","0","0.0"
"Maxim Groshev                                3","F","UFA","TBL","24","$0.0","0","0","0.0"
"Brandon Halverson                                3","G","UFA","TBL","30","$0.0","1","0","0.0"
"Jack Harvey                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Ethan Hay                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Niko Huuhtanen                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Boris Katchouk                                3","F","UFA","TBL","28","$0.0","3","0","0.0"
"Connor Kurth                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Simon Lundmark                                3","D","UFA","TBL","25","$0.0","1","0","0.0"
"Harrison Meneghin                                3","G","UFA","TBL","22","$0.0","0","0","0.0"
"Lucas Mercuri                                3","F","UFA","TBL","24","$0.0","0","0","0.0"
"Waltteri Merela                                3","F","UFA","TBL","28","$0.0","0","0","0.0"
"Marco Mignosa                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Sam O'Reilly                                3","F","UFA","TBL","20","$0.0","0","0","0.0"
"Jakob Pelletier                                C","F","BOT","TBL","25","$0.5","2","0","0.0"
"Kaden Pitre                                3","F","UFA","TBL","20","$0.0","0","0","0.0"
"Daniil Pylenkov                                3","D","UFA","TBL","25","$0.0","0","0","0.0"
"Benjamin Rautiainen                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Milo Roelens                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Joona Saarelainen                                3","F","UFA","TBL","20","$0.0","0","0","0.0"
"Roman Schmidt                                3","D","UFA","TBL","23","$0.0","0","0","0.0"
"Mikhail Shalagin                                3","F","UFA","TBL","27","$0.0","0","0","0.0"
"Jayson Shaugabay                                3","F","UFA","TBL","21","$0.0","0","0","0.0"
"Wojciech Stachowiak                                3","F","UFA","TBL","27","$0.0","0","0","0.0"
"Noah Steen                                3","F","UFA","TBL","22","$0.0","0","0","0.0"
"Klavs Veinbergs                                3","F","UFA","TBL","23","$0.0","0","0","0.0"
"Artur Akhtyamov                                3","G","UFA","TOR","24","$0.0","1","0","0.0"
"Matt Benning                                3","D","UFA","TOR","32","$0.0","0","0","0.0"
"Vladimir Bobylev                                3","F","UFA","TOR","29","$0.0","0","0","0.0"
"Travis Boyd                                3","F","UFA","TOR","33","$0.0","0","0","0.0"
"Noah Chadwick                                3","D","UFA","TOR","21","$0.0","0","0","0.0"
"Nikolai Chebykin                                3","F","UFA","TOR","29","$0.0","0","0","0.0"
"Ben Danford                                3","D","UFA","TOR","20","$0.0","0","0","0.0"
"Semyon Der-Arguchintsev                                3","F","UFA","TOR","26","$0.0","0","0","0.0"
"Bo Groulx                                3","F","UFA","TOR","26","$0.0","0","0","0.0"
"Luke Haymes                                3","F","UFA","TOR","23","$0.0","0","0","0.0"
"Roni Hirvonen                                3","F","UFA","TOR","24","$0.0","0","0","0.0"
"Miroslav Holinka                                3","F","UFA","TOR","20","$0.0","0","0","0.0"
"Victor Johansson                                3","D","UFA","TOR","20","$0.0","0","0","0.0"
"Vladislav Kara                                3","F","UFA","TOR","28","$0.0","0","0","0.0"
"Semyon Kizimov                                3","F","UFA","TOR","26","$0.0","0","0","0.0"
"Braeden Kressler                                3","F","UFA","TOR","23","$0.0","0","0","0.0"
"Matt Lahey                                3","D","UFA","TOR","20","$0.0","0","0","0.0"
"Vinni Lettieri                                3","F","UFA","TOR","31","$0.0","0","0","0.0"
"Hudson Malinoski                                3","F","UFA","TOR","22","$0.0","0","0","0.0"
"Nathan Mayes                                3","D","UFA","TOR","20","$0.0","0","0","0.0"
"Jake Mccabe                                3","D","UFA","TOR","32","$0.0","0","0","0.0"
"Sam Mccue                                3","F","UFA","TOR","20","$0.0","0","0","0.0"
"Veeti Miettinen                                3","F","UFA","TOR","24","$0.0","0","0","0.0"
"Joe Miller                                3","F","UFA","TOR","24","$0.0","0","0","0.0"
"Nicholas Moldenhauer                                3","F","UFA","TOR","22","$0.0","0","0","0.0"
"Topi Niemela                                B","D","LPT","TOR","24","$0.5","0","0","0.0"
"Timofei Obvintsev                                3","G","UFA","TOR","21","$0.0","0","0","0.0"
"Vyacheslav Peksa                                3","G","UFA","TOR","24","$0.0","0","0","0.0"
"Michael Pezzetta                                3","F","UFA","TOR","28","$0.0","0","0","0.0"
"John Prokop                                3","D","UFA","TOR","25","$0.0","0","0","0.0"
"Jacob Quillan                                3","F","UFA","TOR","24","$0.0","4","0","0.0"
"Marshall Rifai                                3","D","UFA","TOR","28","$0.0","1","0","0.0"
"Wyatt Schingoethe                                3","F","UFA","TOR","24","$0.0","0","0","0.0"
"Kirill Slepets                                3","F","UFA","TOR","27","$0.0","0","0","0.0"
"Blake Smith                                3","D","UFA","TOR","21","$0.0","0","0","0.0"
"Henry Thrun                                IR","D","LPT","TOR","25","$0.5","4","0","0.0"
"Ryan Tverberg                                3","F","UFA","TOR","24","$0.0","0","0","0.0"
"Borya Valis                                3","F","UFA","TOR","22","$0.0","0","0","0.0"
"William Villeneuve                                3","D","UFA","TOR","24","$0.0","0","0","0.0"
"Cade Webber                                3","D","UFA","TOR","25","$0.0","0","0","0.0"
"Andrew Agozzino                                3","F","UFA","UTA","35","$0.0","2","0","0.0"
"Owen Allard                                3","F","UFA","UTA","22","$0.0","0","0","0.0"
"Samu Bau                                3","F","UFA","UTA","22","$0.0","0","0","0.0"
"Cole Beaudoin                                3","F","UFA","UTA","20","$0.0","0","0","0.0"
"Jonathan Castagna                                3","F","UFA","UTA","21","$0.0","0","0","0.0"
"Kevin Connauton                                3","D","UFA","UTA","36","$0.0","0","0","0.0"
"Nick Desimone                                3","D","UFA","UTA","31","$0.0","0","0","0.0"
"Caleb Desnoyers                                A","F","LGN","UTA","19","$0.8","0","0","0.0"
"Artem Duda                                3","D","UFA","UTA","22","$0.0","0","0","0.0"
"Ilya Fedotov                                3","F","UFA","UTA","23","$0.0","0","0","0.0"
"Terrell Goldsmith                                3","D","UFA","UTA","21","$0.0","0","0","0.0"
"Cameron Hebig                                3","F","UFA","UTA","29","$0.0","0","0","0.0"
"Michael Hrabal                                A","G","LPT","UTA","21","$0.5","0","0","0.0"
"Vojtech Hradec                                3","F","UFA","UTA","20","$0.0","0","0","0.0"
"Tij Iginla                                A","F","LPT","UTA","20","$0.7","0","0","0.0"
"Michal Kunc                                3","F","UFA","UTA","25","$0.0","0","0","0.0"
"Tomas Lavoie                                3","D","UFA","UTA","20","$0.0","0","0","0.0"
"Sam Lipkin                                3","F","UFA","UTA","23","$0.0","0","0","0.0"
"Tanner Ludtke                                3","F","UFA","UTA","21","$0.0","0","0","0.0"
"Julian Lutz                                3","F","UFA","UTA","22","$0.0","0","0","0.0"
"Miko Matikka                                3","F","UFA","UTA","22","$0.0","0","0","0.0"
"Jack Mcbain                                3","F","UFA","UTA","26","$0.0","0","0","0.0"
"Ben Mccartney                                3","F","UFA","UTA","25","$0.0","0","0","0.0"
"Matthew Morden                                3","D","UFA","UTA","22","$0.0","0","0","0.0"
"Vadim Moroz                                3","F","UFA","UTA","22","$0.0","0","0","0.0"
"Carsen Musser                                3","G","UFA","UTA","21","$0.0","0","0","0.0"
"Noel Nordh                                3","F","UFA","UTA","21","$0.0","0","0","0.0"
"Montana Onyebuchi                                3","D","UFA","UTA","26","$0.0","0","0","0.0"
"Scott Perunovich                                IR","D","LPT","UTA","28","$0.6","0","0","0.0"
"Max Psenicka                                3","D","UFA","UTA","19","$0.0","0","0","0.0"
